influencedBy,economist
John_Kenneth_Galbraith,Luiz_Carlos_Bresser-Pereira
John_Maynard_Keynes,Luiz_Carlos_Bresser-Pereira
Karl_Marx,Luiz_Carlos_Bresser-Pereira
Adam_Smith,Léon_Walras
Étienne_Vacherot,Léon_Walras
French_rationalism,Léon_Walras
Jean_Baptiste_Say,Léon_Walras
Augustin_Cournot,Léon_Walras
Amartya_Sen,M._A._Oommen
Jesus_Christ,M._A._Oommen
Karl_Marx,M._A._Oommen
Henry_George,Silvio_Gesell
Pierre_Joseph_Proudhon,Silvio_Gesell
Robert_Lucas_Jr.,Stan_Zin
David_K._Backus,Stan_Zin
Edward_C._Prescott,Stan_Zin
Thomas_J._Sargent,Stan_Zin
Larry_G._Epstein,Stan_Zin
Lars_Peter_Hansen,Stan_Zin
Joseph_Stiglitz,Stephany_Griffith-Jones
James_Tobin,Stephany_Griffith-Jones
Charles_P._Kindleberger,Stephany_Griffith-Jones
John_Kenneth_Galbraith,Stephany_Griffith-Jones
John_Maynard_Keynes,Stephany_Griffith-Jones
Friedrich_Hayek,Stephen_Marglin
John_Maynard_Keynes,Stephen_Marglin
Karl_Marx,Stephen_Marglin
Louis_Althusser,Stephen_Resnick
Étienne_Balibar,Stephen_Resnick
Karl_Marx,Stephen_Resnick
Robert_Mundell,Steve_Hanke
Ronald_Coase,Steve_Hanke
Friedrich_Hayek,Steve_Hanke
Milton_Friedman,Steve_Hanke
Peter_Thomas_Bauer,Steve_Hanke
Kenneth_Boulding,Steve_Hanke
Richard_M._Goodwin,Steve_Keen
Joseph_Schumpeter,Steve_Keen
François_Quesnay,Steve_Keen
Thorstein_Veblen,Steve_Keen
Augusto_Graziani,Steve_Keen
Nicholas_Georgescu-Roegen,Steve_Keen
John_Maynard_Keynes,Steve_Keen
Karl_Marx,Steve_Keen
Gary_Becker,Steven_Levitt
Kevin_M._Murphy,Steven_Levitt
Josh_Angrist,Steven_Levitt
Ronald_Coase,Steven_N._S._Cheung
Aaron_Director,Steven_N._S._Cheung
Adam_Smith,Steven_N._S._Cheung
Armen_Alchian,Steven_N._S._Cheung
Jack_Hirshleifer,Steven_N._S._Cheung
Milton_Friedman,Steven_N._S._Cheung
Joseph_Schumpeter,Éric_Pichet
Paul_Feyerabend,Éric_Pichet
Maurice_Allais,Éric_Pichet
Sigmund_Freud,Éric_Pichet
Adam_Smith,Éric_Pichet
Pierre_Bourdieu,Éric_Pichet
Raymond_Barre,Éric_Pichet
Raymond_Boudon,Éric_Pichet
Hyman_Minsky,Pavlina_R._Tcherneva
John_Maynard_Keynes,Pavlina_R._Tcherneva
Abba_Lerner,Pavlina_R._Tcherneva
Ronald_W._Jones,Makoto_Yano
Lionel_W._McKenzie,Makoto_Yano
Takashi_Negishi,Makoto_Yano
Angus_Deaton,Max_Roser
Tony_Atkinson,Max_Roser
Amartya_Sen,Max_Roser
Hans_Rosling,Max_Roser
William_Easterly,Michael_Clemens
Lant_Pritchett,Michael_Clemens
Michael_Kremer,Michael_Clemens
Reinhard_Selten,Axel_Ockenfels
Alvin_E._Roth,Axel_Ockenfels
Mahatma_Gandhi,Bakul_Harshadrai_Dholakia
Parents,Bakul_Harshadrai_Dholakia
Swami_Vivekananda,Bakul_Harshadrai_Dholakia
David_D._Friedman,Bruce_L._Benson
Murray_Rothbard,Bruce_L._Benson
James_M._Buchanan,Bruce_L._Benson
Avner_Greif,Bruce_L._Benson
Ben_Bernanke,Bryan_Caplan
Ludwig_von_Mises,Bryan_Caplan
James_M._Buchanan,Bryan_Caplan
Michael_Huemer,Bryan_Caplan
Philip_Tetlock,Bryan_Caplan
Friedrich_Hayek,Burton_C._Gray
Economist,Burton_C._Gray
Michael_Oakeshott,Burton_C._Gray
Carl_Menger,Butler_D._Shaffer
Ron_Paul,Butler_D._Shaffer
Joseph_Schumpeter,Butler_D._Shaffer
Richard_Cantillon,Butler_D._Shaffer
Frank_Chodorov,Butler_D._Shaffer
Franz_Oppenheimer,Butler_D._Shaffer
Friedrich_Hayek,Butler_D._Shaffer
Frédéric_Bastiat,Butler_D._Shaffer
Murray_Rothbard,Butler_D._Shaffer
Thomas_Aquinas,Butler_D._Shaffer
Ludwig_von_Mises,Butler_D._Shaffer
Lysander_Spooner,Butler_D._Shaffer
Ayn_Rand,Butler_D._Shaffer
William_Graham_Sumner,Butler_D._Shaffer
Albert_Jay_Nock,Butler_D._Shaffer
Eugen_Böhm_von_Bawerk,Butler_D._Shaffer
H._L._Mencken,Butler_D._Shaffer
Harry_Elmer_Barnes,Butler_D._Shaffer
Herbert_Spencer,Butler_D._Shaffer
Jean-Baptiste_Say,Butler_D._Shaffer
Aristotle,Butler_D._Shaffer
John_C._Calhoun,Butler_D._Shaffer
John_Locke,Butler_D._Shaffer
Plato,Butler_D._Shaffer
Socrates,Butler_D._Shaffer
Burt_Blumert,Butler_D._Shaffer
David_Hume,C._H._Douglas
Vilfredo_Pareto,C._H._Douglas
Silvio_Gesell,C._H._Douglas
Adam_Smith,C._H._Douglas
Edmund_Burke,C._H._Douglas
Michel_De_Montaigne,C._H._Douglas
John_Henry_Newman,C._H._Douglas
John_Maynard_Keynes,C._H._Douglas
Karl_Marx,C._H._Douglas
Joseph_De_Maistre,C._H._Douglas
Amartya_Sen,Tim_Besley
James_M._Buchanan,Tim_Besley
James_Mirrlees,Tim_Besley
Ronald_Reagan,Tim_Kane
Glenn_Hubbard,Tim_Kane
Jim_Mattis,Tim_Kane
Milton_Friedman,Tim_Kane
Jan_Tinbergen,Trygve_Haavelmo
John_Maynard_Keynes,Trygve_Haavelmo
Ragnar_Frisch,Trygve_Haavelmo
Carl_Menger,Tyler_Cowen
Chicago_school_(economics),Tyler_Cowen
Plato,Tyler_Cowen
Ron_Paul,Walter_Block
Friedrich_Hayek,Walter_Block
Murray_Rothbard,Walter_Block
Lew_Rockwell,Walter_Block
Ayn_Rand,Walter_Block
Hans-Hermann_Hoppe,Walter_Block
H.L._Mencken,Walter_Block
Milton_Friedman,Walter_Block
Benjamin_Graham,Werner_De_Bondt
David_Dreman,Werner_De_Bondt
Richard_Thaler,Werner_De_Bondt
Paul_Slovic,Werner_De_Bondt
Amos_Tversky,Werner_De_Bondt
Daniel_Kahneman,Werner_De_Bondt
Jacques_Ellul,Werner_De_Bondt
Thucydides,Wilhelm_Georg_Friedrich_Roscher
Adam_Müller,Wilhelm_Georg_Friedrich_Roscher
F._C._Dahlmann,Wilhelm_Georg_Friedrich_Roscher
Thomas_J._Sargent,William_A._Barnett
Simon_Kuznets,William_A._Barnett
Henri_Theil,William_A._Barnett
Milton_Friedman,William_A._Barnett
"Robert_Lucas,_Jr.",William_A._Barnett
John_Maynard_Keynes,William_Baumol
Arthur_Pigou,William_Baumol
Harold_Hotelling,William_Vickrey
Henry_George,William_Vickrey
John_Maynard_Keynes,William_Vickrey
Robert_King,Gary_Gorton
Cornelius_Castoriadis,Jonathan_Nitzan
Lewis_Mumford,Jonathan_Nitzan
Karl_Marx,Jonathan_Nitzan
Paul_Samuelson,Abba_P._Lerner
John_Maynard_Keynes,Abba_P._Lerner
Gustav_Hugo,Adam_Müller
A._H._L._Heeren,Adam_Müller
A._L._von_Schlözer,Adam_Müller
A._W._Schlegel,Adam_Müller
Gentz,Adam_Müller
Richard_Stone,Agatha_Chapman
Marx,Agatha_Chapman
Keynes,Agatha_Chapman
Joan_Robinson,Alfred_Eichner
John_Maynard_Keynes,Alfred_Eichner
John_Ruskin,Alfred_Marshall
Jules_Dupuit,Alfred_Marshall
Thomas_Carlyle,Alfred_Marshall
William_Stanley_Jevons,Alfred_Marshall
Henry_Sidgwick,Alfred_Marshall
John_Rawls,Amartya_Sen
Mary_Wollstonecraft,Amartya_Sen
Gautama_Buddha,Amartya_Sen
B._R._Ambedkar,Amartya_Sen
Adam_Smith,Amartya_Sen
John_Maynard_Keynes,Amartya_Sen
Karl_Marx,Amartya_Sen
Piero_Sraffa,Amartya_Sen
Ronald_Coase,Duncan_Black
Charles_Lutwidge_Dodgson,Duncan_Black
Samuel_Bowles,Duncan_K._Foley
Louis_Althusser,Duncan_K._Foley
Luigi_Pasinetti,Duncan_K._Foley
Étienne_Balibar,Duncan_K._Foley
William_Baumol,Duncan_K._Foley
Nikolai_Bukharin,Duncan_K._Foley
Karl_Marx,Duncan_K._Foley
Ladislaus_Bortkiewicz,Duncan_K._Foley
Michel_Aglietta,Duncan_K._Foley
Sidney_Weintraub,E._Roy_Weintraub
Herbert_Wilf,E._Roy_Weintraub
Lawrence_Klein,E._Roy_Weintraub
Friedrich_Hayek,Ed_Crane_(politician)
Ludwig_von_Mises,Ed_Crane_(politician)
Milton_Friedman,Ed_Crane_(politician)
John_Rawls,Edmund_Phelps
Paul_Samuelson,Edmund_Phelps
William_Fellner,Edmund_Phelps
Thomas_Schelling,Edmund_Phelps
Thomas_J._Sargent,Eric_Ghysels
Halbert_White,Eric_Ghysels
Lars_Peter_Hansen,Eric_Ghysels
Christopher_Sims,Eric_Ghysels
Clive_W._J._Granger,Eric_Ghysels
Robert_Engle,Eric_Ghysels
Thorstein_Veblen,Erik_S._Reinert
Gunnar_Myrdal,Erik_S._Reinert
John_Maynard_Keynes,Erik_S._Reinert
Ragnar_Nurkse,Erik_S._Reinert
Joseph_Schumpeter,Erik_S._Reinert
G._D._H._Cole,Evan_Durbin
Lionel_Robbins,Evan_Durbin
James_Meade,Evan_Durbin
Solly_Zuckerman,Evan_Durbin
John_Bowlby,Evan_Durbin
Reginald_Bassett,Evan_Durbin
R._H._Tawney,Evan_Durbin
David_Ricardo,Fernando_Vianello
Adam_Smith,Fernando_Vianello
Paolo_Sylos_Labini,Fernando_Vianello
John_Maynard_Keynes,Fernando_Vianello
Pierangelo_Garegnani,Fernando_Vianello
Piero_Sraffa,Fernando_Vianello
Robert_S._Kaplan,Finn_E._Kydland
Simon_Kuznets,Andy_Sumner
Celso_Furtado,Andy_Sumner
W._Arthur_Lewis,Andy_Sumner
Amartya_Sen,Andy_Sumner
Dudley_Seers,Andy_Sumner
Nicholas_Kaldor,Andy_Sumner
Nikolai_Kondratiev,Andy_Sumner
Gunnar_Myrdal,Andy_Sumner
Hans_Singer,Andy_Sumner
Karl_Polanyi,Andy_Sumner
Micha?_Kalecki,Andy_Sumner
Osvaldo_Sunkel,Andy_Sumner
Gunnar_Myrdal,Nicholas_Kaldor
John_Maynard_Keynes,Nicholas_Kaldor
Luigi_Einaudi,Nicola_Acocella
Bruno_de_Finetti,Nicola_Acocella
Edmund_Phelps,Nicola_Acocella
Federico_Caffè,Nicola_Acocella
Henri_Theil,Nicola_Acocella
Jan_Tinbergen,Nicola_Acocella
Ragnar_Frisch,Nicola_Acocella
John_Maynard_Keynes,Nobuo_Okishio
Karl_Marx,Nobuo_Okishio
Hyman_Minsky,Nouriel_Roubini
John_Maynard_Keynes,Nouriel_Roubini
Larry_Summers,Nouriel_Roubini
Ludwig_von_Mises,Oskar_R._Lange
Marx,Oskar_R._Lange
Robert_Mundell,Pascal_Salin
Friedrich_Hayek,Pascal_Salin
Ludwig_von_Mises,Pascal_Salin
Milton_Friedman,Pascal_Salin
Martin_Weitzman,Gernot_Wagner
Nat_Keohane,Gernot_Wagner
Richard_Zeckhauser,Gernot_Wagner
Raúl_Prebisch,Gunnar_Myrdal
Henri_Cartan,Gérard_Debreu
Joseph_Stiglitz,Ha-Joon_Chang
Bertrand_de_Jouvenel,Hans-Hermann_Hoppe
Paul_Lorenzen,Hans-Hermann_Hoppe
Murray_Rothbard,Hans-Hermann_Hoppe
Erik_von_Kuehnelt-Leddihn,Hans-Hermann_Hoppe
Gustave_de_Molinari,Hans-Hermann_Hoppe
Jürgen_Habermas,Hans-Hermann_Hoppe
Karl-Otto_Apel,Hans-Hermann_Hoppe
Karl_Ludwig_von_Haller,Hans-Hermann_Hoppe
Immanuel_Kant,Hans-Hermann_Hoppe
John_von_Neumann,Hardy_Hanappi
Georg_Wilhelm_Friedrich_Hegel,Hardy_Hanappi
Karl_Marx,Hardy_Hanappi
Joseph_Schumpeter,Hardy_Hanappi
Tjalling_Koopmans,Harry_Markowitz
Leonard_Savage,Harry_Markowitz
Broadus_Mitchell,Harvey_J._Levin
John_Kenneth_Galbraith,Harvey_J._Levin
John_Maynard_Keynes,Harvey_J._Levin
John_Maynard_Keynes,Heiner_Flassbeck
David_Hume,Henry_Hazlitt
Frédéric_Bastiat,Henry_Hazlitt
Wilhelm_Röpke,Henry_Hazlitt
William_James,Henry_Hazlitt
Adam_Smith,Henry_Hazlitt
H._L._Mencken,Henry_Hazlitt
Herbert_Spencer,Henry_Hazlitt
Karl_Pearson,Henry_Ludwell_Moore
Carl_Grünberg,Henryk_Grossman
Karl_Marx,Henryk_Grossman
Jean_de_Sismondi,Henryk_Grossman
Robert_Solow,Herbert_Giersch
Joseph_Schumpeter,Herbert_Giersch
Friedrich_Hayek,Herbert_Giersch
John_Maynard_Keynes,Herbert_Giersch
John_Stuart_Mill,Herman_Daly
Thomas_Robert_Malthus,Herman_Daly
Nicholas_Georgescu-Roegen,Herman_Daly
Henry_George,Herman_Daly
Irving_Fisher,Herman_Daly
Kenneth_E._Boulding,Herman_Daly
Friedrich_Hayek,Hernando_de_Soto
Bruno_Leoni,Hernando_de_Soto
Milton_Friedman,Hernando_de_Soto
John_von_Neumann,Hervé_Moulin
Jean-Charles_de_Borda,Hervé_Moulin
Marquis_de_Condorcet,Hervé_Moulin
Shokichi_Iyanaga,Hirofumi_Uzawa
Joichi_Suetsuna,Hirofumi_Uzawa
Hajime_Kawakami,Hirofumi_Uzawa
Kenneth_Arrow,Hirofumi_Uzawa
Friedrich_Hayek,Israel_Kirzner
Friedrich_von_Wieser,Israel_Kirzner
Ludwig_von_Mises,Israel_Kirzner
Albert_F._Mummery,J._A._Hobson
Henry_George,J._A._Hobson
Henry_Hyndman,J._A._Hobson
Andrei_Shleifer,J._Bradford_DeLong
Adam_Smith,J._Bradford_DeLong
John_Maynard_Keynes,J._Bradford_DeLong
Lawrence_Summers,J._Bradford_DeLong
J._K._Gibson-Graham,Jack_Amariglio
Friedrich_Nietzsche,Jack_Amariglio
Louis_Althusser,Jack_Amariglio
Karl_Marx,Jack_Amariglio
Michel_Foucault,Jack_Amariglio
Robert_J._Aumann,Jacques_Drèze
Leonard_Jimmie_Savage,Jacques_Drèze
Kenneth_J._Arrow,Jacques_Drèze
Paul_Samuelson,James_Duesenberry
John_Hicks,James_Duesenberry
John_Maynard_Keynes,James_Duesenberry
Micha?_Kalecki,James_Duesenberry
Gary_Becker,James_Heckman
Albert_Rees,James_Heckman
Jacob_Mincer,James_Heckman
Friedrich_Hayek,James_M._Buchanan
Gordon_Tullock,James_M._Buchanan
Thomas_Hobbes,James_M._Buchanan
Ludwig_von_Mises,James_M._Buchanan
Richard_Cantillon,Jean-Baptiste_Say
Adam_Smith,Jean-Baptiste_Say
Pietro_Verri,Jean-Baptiste_Say
Ricardo_Hausmann,Jean-Louis_Arcand
Amartya_Sen,Jean-Louis_Arcand
James_Heckman,Jean-Louis_Arcand
Jerry_Hausman,Jean-Louis_Arcand
Montesquieu,Jean_Charles_Léonard_de_Sismondi
Machiavelli,Jean_Charles_Léonard_de_Sismondi
Adam_Ferguson,Jean_Charles_Léonard_de_Sismondi
Adam_Smith,Jean_Charles_Léonard_de_Sismondi
Jean-Louis_de_Lolme,Jean_Charles_Léonard_de_Sismondi
Robert_Axelrod,Huw_Dixon
Herbert_A._Simon,Huw_Dixon
James_Mirrlees,Huw_Dixon
Friedrich_Hayek,Armen_Alchian
Ludwig_von_Mises,Armen_Alchian
Adam_Smith,Armen_Alchian
Friedrich_Hayek,Arthur_Seldon
Antony_Fisher,Arthur_Seldon
Milton_Friedman,Arthur_Seldon
John_Maynard_Keynes,Athanasios_Asimakopulos
Joseph_Schumpeter,Attilio_Celant
Walter_Christaller,Attilio_Celant
Alfred_Marshall,Attilio_Celant
Alfred_Weber,Attilio_Celant
Amartya_Sen,Attilio_Celant
Federico_Caffè,Attilio_Celant
Gunnar_Myrdal,Attilio_Celant
John_Maynard_Keynes,Attilio_Celant
Steven_D._Levitt,Jesse_Shapiro
Carl_Menger,Jesús_Huerta_de_Soto
Friedrich_Hayek,Jesús_Huerta_de_Soto
Murray_Rothbard,Jesús_Huerta_de_Soto
Ludwig_von_Mises,Jesús_Huerta_de_Soto
Eugen_von_Böhm-Bawerk,Jesús_Huerta_de_Soto
Adam_Smith,Joan_Robinson
John_Maynard_Keynes,Joan_Robinson
Karl_Marx,Joan_Robinson
Piero_Sraffa,Joan_Robinson
Léon_Walras,John_Hicks
John_Maynard_Keynes,John_Hicks
Rothbard,Jörg_Guido_Hülsmann
H.H._Hoppe,Jörg_Guido_Hülsmann
Aquinas,Jörg_Guido_Hülsmann
Adolf_Reinach,Jörg_Guido_Hülsmann
Oresme,Jörg_Guido_Hülsmann
Van_Dun,Jörg_Guido_Hülsmann
Ludwig_von_Mises,Jörg_Guido_Hülsmann
James_Tobin,Jörg_Huffschmid
John_Maynard_Keynes,Jörg_Huffschmid
Karl_Marx,Jörg_Huffschmid
Robert_Owen,Karl_Polanyi
Richard_Thurnwald,Karl_Polanyi
Max_Weber,Karl_Polanyi
G._D._H._Cole,Karl_Polanyi
Bronis?aw_Malinowski,Karl_Polanyi
Werner_Sombart,Karl_Polanyi
Karl_Bücher,Karl_Polanyi
Adam_Smith,Karl_Polanyi
Alfred_Radcliffe-Brown,Karl_Polanyi
Ferdinand_Tönnies,Karl_Polanyi
György_Lukács,Karl_Polanyi
Aristotle,Karl_Polanyi
Karl_Marx,Karl_Polanyi
Richard_Tawney,Karl_Polanyi
Clive_Granger,Katarina_Juselius
Søren_Johansen,Katarina_Juselius
David_F._Hendry,Katarina_Juselius
Paul_Samuelson,Katsuhito_Iwai
Knut_Wicksell,Katsuhito_Iwai
Alfred_Tarski,Kenneth_Arrow
Gary_Becker,Kevin_M._Murphy
Armen_Alchian,Kevin_M._Murphy
Finis_Welch,Kevin_M._Murphy
Robert_Topel,Kevin_M._Murphy
Friedrich_Hayek,Larry_J._Sechrest
Murray_Rothbard,Larry_J._Sechrest
Ludwig_von_Mises,Larry_J._Sechrest
Ayn_Rand,Larry_J._Sechrest
Edmund_Burke,Larry_J._Sechrest
Amartya_Sen,Lars_Pålsson_Syll
John_Kenneth_Galbraith,Lars_Pålsson_Syll
John_Maynard_Keynes,Lars_Pålsson_Syll
Friedrich_Hayek,Lawrence_Reed
Frédéric_Bastiat,Lawrence_Reed
Ludwig_von_Mises,Lawrence_Reed
Henry_Hazlitt,Lawrence_Reed
Clive_Granger,Søren_Johansen
David_F._Hendry,Søren_Johansen
Oskar_Lange,Don_Patinkin
Frank_Knight,Don_Patinkin
John_Maynard_Keynes,Don_Patinkin
Knut_Wicksell,Don_Patinkin
Deirdre_McCloskey,Donald_J._Boudreaux
Friedrich_Hayek,Donald_J._Boudreaux
Adam_Smith,Donald_J._Boudreaux
James_M._Buchanan,Donald_J._Boudreaux
"Richard_Kahn,_Baron_Kahn",Marc_Lavoie
Nicholas_Kaldor,Marc_Lavoie
Joan_Robinson,Marc_Lavoie
John_Maynard_Keynes,Marc_Lavoie
Jan_Tinbergen,Mari_Rege
John_Maynard_Keynes,Mari_Rege
Ragnar_Frisch,Mari_Rege
Ludwig_von_Mises,Mark_Skousen
W._Cleon_Skousen,Mark_Skousen
Adam_Smith,Mark_Skousen
John_Maynard_Keynes,Mark_Skousen
Karl_Marx,Mark_Skousen
Frederic_Bastiat,Mark_Thornton
Murray_Rothbard,Mark_Thornton
Lew_Rockwell,Mark_Thornton
Ludwig_von_Mises,Mark_Thornton
Roy_Harrod,Philip_Pilkington
Léon_Walras,Philip_Pilkington
Nicholas_Kaldor,Philip_Pilkington
Joan_Robinson,Philip_Pilkington
John_Maynard_Keynes,Philip_Pilkington
Micha?_Kalecki,Philip_Pilkington
Wynne_Godley,Philip_Pilkington
David_Ricardo,Piero_Sraffa
Luigi_Einaudi,Piero_Sraffa
Joseph_Schumpeter,Igor_Yegorov
Richard_R._Nelson,Igor_Yegorov
Christopher_Freeman,Igor_Yegorov
David_Ricardo,Knut_Wicksell
Rosa_Luxemburg,Micha?_Kalecki
Joseph_Schumpeter,Micha?_Kalecki
François_Quesnay,Micha?_Kalecki
Karl_Marx,Micha?_Kalecki
Knut_Wicksell,Micha?_Kalecki
Mikhail_Tugan-Baranovsky,Micha?_Kalecki
Homer_Jones,Milton_Friedman
George_Stigler,Milton_Friedman
Simon_Kuznets,Milton_Friedman
Adam_Smith,Milton_Friedman
Harold_Hotelling,Milton_Friedman
Henry_George,Milton_Friedman
Henry_Schultz,Milton_Friedman
Jacob_Viner,Milton_Friedman
Arthur_F._Burns,Milton_Friedman
Friedrich_Hayek,Bruce_Caldwell
Ludwig_Lachmann,Bruce_Caldwell
Israel_Kirzner,Bruce_Caldwell
Ronald_Coase,Oliver_E._Williamson
John_R._Commons,Oliver_E._Williamson
Richard_Cyert,Oliver_E._Williamson
Chester_Barnard,Oliver_E._Williamson
Friedrich_Hayek,Oliver_E._Williamson
Herbert_A._Simon,Oliver_E._Williamson
Kenneth_Arrow,Oliver_E._Williamson
Ian_Roderick_Macneil,Oliver_E._Williamson
Rosa_Luxemburg,Carolina_Cristina_Alves
Theotônio_dos_Santos,Carolina_Cristina_Alves
Celso_Furtado,Carolina_Cristina_Alves
Joan_Robinson,Carolina_Cristina_Alves
John_Maynard_Keynes,Carolina_Cristina_Alves
Karl_Marx,Carolina_Cristina_Alves
Jorge_Miglioli,Carolina_Cristina_Alves
Vânia_Bambirra,Carolina_Cristina_Alves
Fritz_Machlup,Wolfgang_Kasper
Thomas_Sowell,Wolfgang_Kasper
Herbert_Giersch,Wolfgang_Kasper
Friedrich_Hayek,Wolfgang_Kasper
Joseph_Schumpeter,Wolfgang_Kasper
Nicholas_Kaldor,Wynne_Godley
James_Tobin,Wynne_Godley
John_Maynard_Keynes,Wynne_Godley
Francis_Cripps,Wynne_Godley
Cornelius_Castoriadis,Shimshon_Bichler
Lewis_Mumford,Shimshon_Bichler
Karl_Marx,Shimshon_Bichler
Carl_Shoup,Lorraine_Eden
Charles_Berry,Lorraine_Eden
Alan_M._Rugman,Lorraine_Eden
http://www.economist.com/node/238854,Lorraine_Eden
John_H._Dunning,Lorraine_Eden
Carl_Menger,Peter_G._Klein
Friedrich_Hayek,Peter_G._Klein
Friedrich_von_Wieser,Peter_G._Klein
Ludwig_von_Mises,Peter_G._Klein
Oliver_E._Williamson,Peter_G._Klein
George_Stigler,Thomas_Sowell
Sterling_Allen_Brown,Thomas_Sowell
Adam_Smith,Thomas_Sowell
Karl_Marx,Thomas_Sowell
