economist,influencedBy
Bruce_L._Benson,Murray_Rothbard
Bruce_L._Benson,James_M._Buchanan
Bruce_L._Benson,Avner_Greif
Bryan_Caplan,Ben_Bernanke
Bryan_Caplan,Ludwig_von_Mises
Bryan_Caplan,James_M._Buchanan
Bryan_Caplan,Michael_Huemer
Bryan_Caplan,Philip_Tetlock
Burton_C._Gray,Friedrich_Hayek
Burton_C._Gray,Michael_Oakeshott
C._H._Douglas,David_Hume
C._H._Douglas,Vilfredo_Pareto
C._H._Douglas,Silvio_Gesell
C._H._Douglas,Adam_Smith
C._H._Douglas,Edmund_Burke
C._H._Douglas,Michel_De_Montaigne
C._H._Douglas,John_Henry_Newman
C._H._Douglas,John_Maynard_Keynes
C._H._Douglas,Karl_Marx
C._H._Douglas,Joseph_De_Maistre
Celso_Furtado,John_Maynard_Keynes
Celso_Furtado,Raúl_Prebisch
Tim_Besley,Amartya_Sen
Tim_Besley,James_M._Buchanan
Tim_Besley,James_Mirrlees
Tim_Kane,Ronald_Reagan
Tim_Kane,Glenn_Hubbard
Tim_Kane,Jim_Mattis
Tim_Kane,Milton_Friedman
Tony_Atkinson,James_Meade
Trygve_Haavelmo,Jan_Tinbergen
Trygve_Haavelmo,John_Maynard_Keynes
Trygve_Haavelmo,Ragnar_Frisch
Tyler_Cowen,Carl_Menger
Tyler_Cowen,Plato
Walter_Block,Ron_Paul
Walter_Block,Friedrich_Hayek
Walter_Block,Murray_Rothbard
Walter_Block,Lew_Rockwell
Walter_Block,Ludwig_von_Mises
Walter_Block,Ayn_Rand
Walter_Block,Hans-Hermann_Hoppe
Walter_Block,H.L._Mencken
Walter_Block,Milton_Friedman
Walter_Eucken,Edmund_Husserl
Werner_De_Bondt,Benjamin_Graham
Werner_De_Bondt,David_Dreman
Werner_De_Bondt,Richard_Thaler
Werner_De_Bondt,Paul_Slovic
Werner_De_Bondt,Amos_Tversky
Werner_De_Bondt,Daniel_Kahneman
Werner_De_Bondt,Jacques_Ellul
Wesley_Clair_Mitchell,Thorstein_Veblen
Wesley_Clair_Mitchell,John_Dewey
Wilhelm_Georg_Friedrich_Roscher,Thucydides
Wilhelm_Georg_Friedrich_Roscher,Adam_Müller
Wilhelm_Georg_Friedrich_Roscher,F._C._Dahlmann
Wilhelm_Röpke,Eugen_von_Böhm-Bawerk
William_A._Barnett,Franco_Modigliani
William_A._Barnett,Thomas_J._Sargent
William_A._Barnett,Simon_Kuznets
William_A._Barnett,Henri_Theil
William_A._Barnett,Milton_Friedman
William_A._Barnett,"Robert_Lucas,_Jr."
William_Baumol,Joseph_Schumpeter
William_Baumol,John_Maynard_Keynes
William_Baumol,Arthur_Cecil_Pigou
William_Easterly,Friedrich_Hayek
William_Easterly,Milton_Friedman
William_Harold_Hutt,Edwin_Cannan
William_Phillips,Irving_Fisher
William_Phillips,John_Maynard_Keynes
William_Vickrey,Harold_Hotelling
William_Vickrey,Henry_George
William_Vickrey,John_Maynard_Keynes
Gary_Gorton,Robert_Barro
Gary_Gorton,Robert_King
Hazel_Kyrk,James_A._Field
Jesse_Rothstein,Richard_Rothstein
Jonathan_Nitzan,Cornelius_Castoriadis
Jonathan_Nitzan,Thorstein_Veblen
Jonathan_Nitzan,Lewis_Mumford
Jonathan_Nitzan,Karl_Marx
Jonathan_Nitzan,Micha?_Kalecki
Lawrence_A._Boland,Karl_Popper
Lawton_Burns,Charles_Bidwell
Lawton_Burns,James_Samuel_Coleman
Aaron_Director,Frank_Knight
Abba_P._Lerner,Paul_Samuelson
Abba_P._Lerner,Friedrich_Hayek
Abba_P._Lerner,Oskar_R._Lange
Abba_P._Lerner,John_Maynard_Keynes
Adam_Heydel,Jean-Baptiste_Say
Adam_Müller,Gustav_Hugo
Adam_Müller,A._H._L._Heeren
Adam_Müller,A._L._von_Schlözer
Adam_Müller,A._W._Schlegel
Adam_Müller,Gentz
Agatha_Chapman,Richard_Stone
Agatha_Chapman,Karl_Marx
Agatha_Chapman,Keynes
Akihiko_Matsui,Masahiro_Okuno-Fujiwara
Alan_Walters,Ernest_Cassel
Albert_Ando,Herbert_A._Simon
Albert_Marcet,Thomas_J._Sargent
Alexander_Rüstow,Parmenides
Alfred_Eichner,Joan_Robinson
Alfred_Eichner,Micha?_Kalecki
Alfred_Eichner,John_Maynard_Keynes
Alfred_H._Conrad,Alexander_Gerschenkron
Alfred_Marshall,John_Ruskin
Alfred_Marshall,Jules_Dupuit
Alfred_Marshall,Vilfredo_Pareto
Alfred_Marshall,Thomas_Carlyle
Alfred_Marshall,Léon_Walras
Alfred_Marshall,William_Stanley_Jevons
Alfred_Marshall,Henry_Sidgwick
Allan_H._Meltzer,Karl_Brunner
Allan_H._Meltzer,Milton_Friedman
Alvin_Hansen,John_Maynard_Keynes
Amartya_Sen,John_Rawls
Amartya_Sen,Mary_Wollstonecraft
Amartya_Sen,Gautama_Buddha
Amartya_Sen,Maurice_Dobb
Amartya_Sen,B._R._Ambedkar
Amartya_Sen,Adam_Smith
Amartya_Sen,John_Maynard_Keynes
Amartya_Sen,Karl_Marx
Amartya_Sen,Kenneth_Arrow
Amartya_Sen,Piero_Sraffa
Daron_Acemoglu,Joel_Mokyr
Duncan_Black,Ronald_Coase
Duncan_Black,Anthony_Downs
Duncan_Black,Charles_Lutwidge_Dodgson
Duncan_K._Foley,Samuel_Bowles
Duncan_K._Foley,Louis_Althusser
Duncan_K._Foley,Luigi_Pasinetti
Duncan_K._Foley,Étienne_Balibar
Duncan_K._Foley,Maurice_Dobb
Duncan_K._Foley,William_Baumol
Duncan_K._Foley,Erik_Lindahl
Duncan_K._Foley,Nikolai_Bukharin
Duncan_K._Foley,Karl_Marx
Duncan_K._Foley,Ladislaus_Bortkiewicz
Duncan_K._Foley,Michel_Aglietta
E._Roy_Weintraub,Sidney_Weintraub
E._Roy_Weintraub,Herbert_Wilf
E._Roy_Weintraub,Lawrence_Klein
Ed_Crane,Friedrich_Hayek
Ed_Crane,Ludwig_von_Mises
Ed_Crane,Milton_Friedman
Edmond_Malinvaud,Maurice_Allais
Edmond_Malinvaud,Léon_Walras
Edmund_Phelps,John_Rawls
Edmund_Phelps,Paul_Samuelson
Edmund_Phelps,William_Fellner
Edmund_Phelps,Thomas_Schelling
Eric_Ghysels,Thomas_J._Sargent
Eric_Ghysels,Halbert_White
Eric_Ghysels,Lars_Peter_Hansen
Eric_Ghysels,Christopher_Sims
Eric_Ghysels,Clive_Granger
Eric_Ghysels,Robert_Engle
Erik_Lindahl,Knut_Wicksell
Erik_S._Reinert,Friedrich_List
Erik_S._Reinert,Thorstein_Veblen
Erik_S._Reinert,Gunnar_Myrdal
Erik_S._Reinert,John_Maynard_Keynes
Erik_S._Reinert,Ragnar_Nurkse
Erik_S._Reinert,Joseph_Schumpeter
Erwin_Rothbarth,John_Maynard_Keynes
Erzsébet_Nováky,Mihály_Simai
Ettore_Gotti_Tedeschi,Economic_liberalism
Eugen_von_Böhm-Bawerk,Carl_Menger
Evan_Durbin,G._D._H._Cole
Evan_Durbin,Lionel_Robbins
Evan_Durbin,James_Meade
Evan_Durbin,Solly_Zuckerman
Evan_Durbin,John_Bowlby
Evan_Durbin,Reginald_Bassett
Evan_Durbin,R._H._Tawney
Evsey_Domar,John_Maynard_Keynes
Evsey_Domar,John_A._Hobson
F._A._Harper,Leo_Tolstoy
F._A._Harper,Herbert_J._Davenport
Fernando_Vianello,David_Ricardo
Fernando_Vianello,Adam_Smith
Fernando_Vianello,Paolo_Sylos_Labini
Fernando_Vianello,John_Maynard_Keynes
Fernando_Vianello,Pierangelo_Garegnani
Fernando_Vianello,Piero_Sraffa
Finn_E._Kydland,Robert_S._Kaplan
Andy_Sumner,Simon_Kuznets
Andy_Sumner,Celso_Furtado
Andy_Sumner,W._Arthur_Lewis
Andy_Sumner,Amartya_Sen
Andy_Sumner,Dudley_Seers
Andy_Sumner,Nicholas_Kaldor
Andy_Sumner,Nikolai_Kondratiev
Andy_Sumner,Gunnar_Myrdal
Andy_Sumner,Hans_Singer
Andy_Sumner,Karl_Polanyi
Andy_Sumner,Micha?_Kalecki
Andy_Sumner,Osvaldo_Sunkel
Nicholas_Kaldor,Gunnar_Myrdal
Nicholas_Kaldor,John_Maynard_Keynes
Nicola_Acocella,Luigi_Einaudi
Nicola_Acocella,Bruno_de_Finetti
Nicola_Acocella,Edmund_Phelps
Nicola_Acocella,Federico_Caffè
Nicola_Acocella,Henri_Theil
Nicola_Acocella,Jan_Tinbergen
Nicola_Acocella,Ragnar_Frisch
Nikola_Stoyanov,Vilfredo_Pareto
Nikola_Stoyanov,Clément_Juglar
Nikolai_Kondratiev,Alexander_Sergeyevich_Lappo-Danilevsky
Nikolai_Kondratiev,Mikhail_Tugan-Baranovsky
Nobuo_Okishio,John_Maynard_Keynes
Nobuo_Okishio,Karl_Marx
Nobuo_Okishio,Piero_Sraffa
Norbert_Walter,Herbert_Giersch
Nouriel_Roubini,Hyman_Minsky
Nouriel_Roubini,Jeffrey_Sachs
Nouriel_Roubini,John_Maynard_Keynes
Nouriel_Roubini,Larry_Summers
Oskar_Morgenstern,Carl_Menger
Oskar_Morgenstern,Othmar_Spann
Oskar_R._Lange,Vilfredo_Pareto
Oskar_R._Lange,Ludwig_von_Mises
Oskar_R._Lange,Léon_Walras
Oskar_R._Lange,Karl_Marx
Paolo_Leon,Richard_Kahn
Paolo_Sylos_Labini,Joseph_Schumpeter
Paolo_Sylos_Labini,Adam_Smith
Pascal_Salin,Robert_Mundell
Pascal_Salin,Friedrich_Hayek
Pascal_Salin,Ludwig_von_Mises
Pascal_Salin,Milton_Friedman
Gerald_Shove,Alfred_Marshall
Gernot_Wagner,Martin_Weitzman
Gernot_Wagner,Nat_Keohane
Gernot_Wagner,Richard_Zeckhauser
Guillermo_Calvo,Edmund_Phelps
Guillermo_Calvo,Julio_Olivera
Gunnar_Myrdal,John_R._Commons
Gunnar_Myrdal,Knut_Wicksell
Gunnar_Myrdal,Raúl_Prebisch
Gustav_Cassel,Léon_Walras
Gustave_de_Molinari,Frédéric_Bastiat
Gérard_Debreu,Maurice_Allais
Gérard_Debreu,Léon_Walras
Gérard_Debreu,Henri_Cartan
H._Gregg_Lewis,Paul_Douglas
Ha-Joon_Chang,Robert_Rowthorn
Ha-Joon_Chang,Joseph_Stiglitz
Hans-Hermann_Hoppe,Bertrand_de_Jouvenel
Hans-Hermann_Hoppe,Paul_Lorenzen
Hans-Hermann_Hoppe,Murray_Rothbard
Hans-Hermann_Hoppe,Ludwig_von_Mises
Hans-Hermann_Hoppe,Erik_von_Kuehnelt-Leddihn
Hans-Hermann_Hoppe,Gustave_de_Molinari
Hans-Hermann_Hoppe,Jürgen_Habermas
Hans-Hermann_Hoppe,Karl-Otto_Apel
Hans-Hermann_Hoppe,Karl_Ludwig_von_Haller
Hans-Hermann_Hoppe,Immanuel_Kant
Hans_Sennholz,Ludwig_von_Mises
Hardy_Hanappi,John_von_Neumann
Hardy_Hanappi,Georg_Wilhelm_Friedrich_Hegel
Hardy_Hanappi,Karl_Marx
Hardy_Hanappi,Joseph_Schumpeter
Harry_Gordon_Johnson,Joseph_Schumpeter
Harry_Gunnison_Brown,Henry_George
Harry_Markowitz,Tjalling_Koopmans
Harry_Markowitz,Leonard_Savage
Harvey_J._Levin,William_Vickrey
Harvey_J._Levin,Broadus_Mitchell
Harvey_J._Levin,John_Kenneth_Galbraith
Harvey_J._Levin,John_Maynard_Keynes
Heiner_Flassbeck,Joseph_Schumpeter
Heiner_Flassbeck,John_Maynard_Keynes
Heiner_Flassbeck,Wolfgang_Stützel
Heinrich_Pesch,Rerum_novarum
Hendrik_S._Houthakker,Richard_Stone
Henri_Theil,Jan_Tinbergen
Henry_Calvert_Simons,Frank_Knight
Henry_Hazlitt,Benjamin_Anderson
Henry_Hazlitt,David_Hume
Henry_Hazlitt,Frédéric_Bastiat
Henry_Hazlitt,Ludwig_von_Mises
Henry_Hazlitt,Wilhelm_Röpke
Henry_Hazlitt,William_James
Henry_Hazlitt,Adam_Smith
Henry_Hazlitt,H._L._Mencken
Henry_Hazlitt,Herbert_Spencer
Henry_Hazlitt,Philip_Wicksteed
Henry_Ludwell_Moore,Carl_Menger
Henry_Ludwell_Moore,Vilfredo_Pareto
Henry_Ludwell_Moore,Léon_Walras
Henry_Ludwell_Moore,Karl_Pearson
Henryk_Grossman,Carl_Grünberg
Henryk_Grossman,Karl_Marx
Henryk_Grossman,Jean_de_Sismondi
Herbert_Giersch,Robert_Solow
Herbert_Giersch,Joseph_Schumpeter
Herbert_Giersch,Friedrich_Hayek
Herbert_Giersch,John_Maynard_Keynes
Herbert_Mohring,Robert_Solow
Herman_Daly,John_Stuart_Mill
Herman_Daly,Thomas_Robert_Malthus
Herman_Daly,Nicholas_Georgescu-Roegen
Herman_Daly,Henry_George
Herman_Daly,Irving_Fisher
Herman_Daly,Kenneth_E._Boulding
Hernando_de_Soto,Friedrich_Hayek
Hernando_de_Soto,Bruno_Leoni
Hernando_de_Soto,Milton_Friedman
Hervé_Moulin,John_von_Neumann
Hervé_Moulin,Jean-Charles_de_Borda
Hervé_Moulin,Marquis_de_Condorcet
Hirofumi_Uzawa,Shokichi_Iyanaga
Hirofumi_Uzawa,Joichi_Suetsuna
Hirofumi_Uzawa,Hajime_Kawakami
Hirofumi_Uzawa,Kenneth_Arrow
Irene_Tinker,Ester_Boserup
Irene_Tinker,Margaret_Mead
Irving_Fisher,William_Stanley_Jevons
Irving_Fisher,Eugen_von_Böhm-Bawerk
Israel_Kirzner,Friedrich_Hayek
Israel_Kirzner,Friedrich_von_Wieser
Israel_Kirzner,Ludwig_von_Mises
J._A._Hobson,Albert_F._Mummery
J._A._Hobson,Henry_George
J._A._Hobson,Henry_Hyndman
J._Bradford_DeLong,Andrei_Shleifer
J._Bradford_DeLong,Adam_Smith
J._Bradford_DeLong,John_Maynard_Keynes
J._Bradford_DeLong,Lawrence_Summers
J._Bradford_DeLong,Milton_Friedman
J._K._Mehta,Gandhi
J._K._Mehta,William_Stanley_Jevons
Jack_Amariglio,Richard_D._Wolff
Jack_Amariglio,J._K._Gibson-Graham
Jack_Amariglio,Friedrich_Nietzsche
Jack_Amariglio,Louis_Althusser
Jack_Amariglio,Stephen_Resnick
Jack_Amariglio,Karl_Marx
Jack_Amariglio,Michel_Foucault
Jacob_Mincer,H._Gregg_Lewis
Jacques_Drèze,Robert_J._Aumann
Jacques_Drèze,Franco_Modigliani
Jacques_Drèze,Leonard_Jimmie_Savage
Jacques_Drèze,Edmond_Malinvaud
Jacques_Drèze,Kenneth_Arrow
Jagdish_Bhagwati,Robert_Solow
James_Crotty,John_Maynard_Keynes
James_Crotty,Karl_Marx
James_Duesenberry,Paul_Samuelson
James_Duesenberry,John_Hicks
James_Duesenberry,John_Maynard_Keynes
James_Duesenberry,Micha?_Kalecki
James_G._MacKinnon,Harold_W._Kuhn
James_H._Stock,Clive_Granger
James_Heckman,Gary_Becker
James_Heckman,Albert_Rees
James_Heckman,Jacob_Mincer
James_M._Buchanan,Frank_Knight
James_M._Buchanan,Friedrich_Hayek
James_M._Buchanan,Gordon_Tullock
James_M._Buchanan,Thomas_Hobbes
James_M._Buchanan,Ludwig_von_Mises
James_M._Buchanan,Knut_Wicksell
James_M._Poterba,Martin_Feldstein
James_Meade,John_Maynard_Keynes
Jan-Emmanuel_De_Neve,Richard_Layard
Jan-Emmanuel_De_Neve,John_Kenneth_Galbraith
Jan_Hatzius,William_C._Dudley
Jan_Kmenta,Arthur_Goldberger
Jean-Baptiste_Say,Richard_Cantillon
Jean-Baptiste_Say,Adam_Smith
Jean-Baptiste_Say,Pietro_Verri
Jean-Louis_Arcand,Ricardo_Hausmann
Jean-Louis_Arcand,Amartya_Sen
Jean-Louis_Arcand,James_Heckman
Jean-Louis_Arcand,Jerry_Hausman
Jean_de_Sismondi,Montesquieu
Jean_de_Sismondi,Machiavelli
Jean_de_Sismondi,Adam_Ferguson
Jean_de_Sismondi,Adam_Smith
Jean_de_Sismondi,Jean-Louis_de_Lolme
Jean_Drèze,Amartya_Sen
Huw_Dixon,Robert_Axelrod
Huw_Dixon,Herbert_A._Simon
Huw_Dixon,James_Mirrlees
Huw_Dixon,Don_Patinkin
Jeffrey_Currie,George_S._Tolley
Jeffrey_Currie,Arnold_Zellner
Armen_Alchian,Friedrich_Hayek
Armen_Alchian,Ludwig_von_Mises
Armen_Alchian,Adam_Smith
Arnold_Plant,David_Hume
Arnold_Plant,Edwin_Cannan
Arthur_Cecil_Pigou,Alfred_Marshall
Arthur_Cecil_Pigou,Henry_Sidgwick
Arthur_Seldon,Friedrich_Hayek
Arthur_Seldon,Antony_Fisher
Arthur_Seldon,Milton_Friedman
Athanasios_Asimakopulos,Roy_Harrod
Athanasios_Asimakopulos,Joan_Robinson
Athanasios_Asimakopulos,John_Maynard_Keynes
Athanasios_Asimakopulos,Micha?_Kalecki
Athanasios_Orphanides,Milton_Friedman
Atilla_Yayla,Frédéric_Bastiat
Attilio_Celant,Joseph_Schumpeter
Attilio_Celant,Walter_Christaller
Attilio_Celant,Alfred_Marshall
Attilio_Celant,Alfred_Weber
Attilio_Celant,Amartya_Sen
Attilio_Celant,Federico_Caffè
Attilio_Celant,Gunnar_Myrdal
Attilio_Celant,John_Maynard_Keynes
Charles_Chinedu_Okeahalam,Charles_Goodhart
Charles_Horioka,Martin_Feldstein
Jess_Benhabib,Kelvin_Lancaster
Jesse_Shapiro,Steven_D._Levitt
Jesús_Huerta_de_Soto,Carl_Menger
Jesús_Huerta_de_Soto,Friedrich_Hayek
Jesús_Huerta_de_Soto,Murray_Rothbard
Jesús_Huerta_de_Soto,Ludwig_von_Mises
Jesús_Huerta_de_Soto,Eugen_von_Böhm-Bawerk
Jesús_Huerta_de_Soto,Israel_Kirzner
Joan_Robinson,Adam_Smith
Joan_Robinson,John_Maynard_Keynes
Joan_Robinson,Karl_Marx
Joan_Robinson,Piero_Sraffa
Joan_Robinson,Micha?_Kalecki
Johannes_de_Villiers_Graaff,Abram_Bergson
John_A._List,Vernon_L._Smith
John_A._List,Gary_Becker
John_Bates_Clark,Karl_Knies
John_Burr_Williams,Joseph_Schumpeter
John_C._Goodman,Robert_Mundell
John_C._Goodman,Milton_Friedman
John_Hicks,Friedrich_Hayek
John_Hicks,Lionel_Robbins
John_Hicks,Léon_Walras
John_Hicks,Erik_Lindahl
John_Hicks,John_Maynard_Keynes
John_Komlos,Robert_Fogel
Jun_Yu,Peter_C.B._Phillips
Jörg_Guido_Hülsmann,Rothbard
Jörg_Guido_Hülsmann,H.H._Hoppe
Jörg_Guido_Hülsmann,Aquinas
Jörg_Guido_Hülsmann,Adolf_Reinach
Jörg_Guido_Hülsmann,Oresme
Jörg_Guido_Hülsmann,Van_Dun
Jörg_Guido_Hülsmann,Ludwig_von_Mises
Jörg_Huffschmid,James_Tobin
Jörg_Huffschmid,John_Maynard_Keynes
Jörg_Huffschmid,Karl_Marx
Jürgen_Wolters,Heinz_König
Karen_R._Polenske,Wassily_Leontief
Karl_Polanyi,Carl_Menger
Karl_Polanyi,Robert_Owen
Karl_Polanyi,Richard_Thurnwald
Karl_Polanyi,Max_Weber
Karl_Polanyi,G._D._H._Cole
Karl_Polanyi,Bronis?aw_Malinowski
Karl_Polanyi,Werner_Sombart
Karl_Polanyi,Karl_Bücher
Karl_Polanyi,Adam_Smith
Karl_Polanyi,Alfred_Radcliffe-Brown
Karl_Polanyi,Ferdinand_Tönnies
Karl_Polanyi,György_Lukács
Karl_Polanyi,Aristotle
Karl_Polanyi,Karl_Marx
Karl_Polanyi,Richard_Tawney
Katarina_Juselius,Clive_Granger
Katarina_Juselius,Søren_Johansen
Katarina_Juselius,David_F._Hendry
Kate_Raworth,Elinor_Ostrom
Kate_Raworth,Tim_Jackson
Katsuhito_Iwai,Paul_Samuelson
Katsuhito_Iwai,Hirofumi_Uzawa
Katsuhito_Iwai,Knut_Wicksell
Kazuhide_Uekusa,John_Maynard_Keynes
Kazuhide_Uekusa,Milton_Friedman
Kenneth_Arrow,Alfred_Tarski
Kevin_Dowd,Milton_Friedman
Kevin_M._Murphy,Gary_Becker
Kevin_M._Murphy,Armen_Alchian
Kevin_M._Murphy,Finis_Welch
Kevin_M._Murphy,Robert_Topel
L._Randall_Wray,Hyman_Minsky
Larry_J._Sechrest,Friedrich_Hayek
Larry_J._Sechrest,Murray_Rothbard
Larry_J._Sechrest,Ludwig_von_Mises
Larry_J._Sechrest,Ayn_Rand
Larry_J._Sechrest,Edmund_Burke
Lars_Peter_Hansen,Christopher_A._Sims
Lars_Peter_Hansen,Thomas_J._Sargent
Lars_Pålsson_Syll,Hyman_Minsky
Lars_Pålsson_Syll,Amartya_Sen
Lars_Pålsson_Syll,John_Kenneth_Galbraith
Lars_Pålsson_Syll,John_Maynard_Keynes
Lauchlin_Currie,Allyn_Abbott_Young
Laurence_Kotlikoff,Martin_Feldstein
Lawrence_H._White,Friedrich_Hayek
Lawrence_Klein,Jan_Tinbergen
Lawrence_Reed,Friedrich_Hayek
Lawrence_Reed,Frédéric_Bastiat
Lawrence_Reed,Ludwig_von_Mises
Lawrence_Reed,Henry_Hazlitt
Søren_Johansen,Clive_Granger
Søren_Johansen,David_F._Hendry
Takashi_Negishi,Kenneth_Arrow
Herbert_J._Davenport,Thorstein_Veblen
Gerhard_Tintner,Oskar_Morgenstern
Glenn_Loury,Gary_Becker
Glenn_Loury,Thomas_Sowell
Don_Patinkin,Oskar_R._Lange
Don_Patinkin,Frank_Knight
Don_Patinkin,John_Maynard_Keynes
Don_Patinkin,Knut_Wicksell
Donald_Cochrane,Richard_Stone
Donald_J._Boudreaux,Deirdre_McCloskey
Donald_J._Boudreaux,Friedrich_Hayek
Donald_J._Boudreaux,Adam_Smith
Donald_J._Boudreaux,James_M._Buchanan
Marc_Lavoie,Richard_Kahn
Marc_Lavoie,Nicholas_Kaldor
Marc_Lavoie,Joan_Robinson
Marc_Lavoie,John_Maynard_Keynes
Marc_Lavoie,Micha?_Kalecki
Marc_Lavoie,Wynne_Godley
Mari_Rege,Jan_Tinbergen
Mari_Rege,John_Maynard_Keynes
Mari_Rege,Ragnar_Frisch
Mariana_Mazzucato,Joseph_Schumpeter
Mariana_Mazzucato,John_Maynard_Keynes
Mark_Blaug,George_Stigler
Mark_Gertler,Ben_Bernanke
Mark_Skousen,Ludwig_von_Mises
Mark_Skousen,W._Cleon_Skousen
Mark_Skousen,Adam_Smith
Mark_Skousen,John_Maynard_Keynes
Mark_Skousen,Karl_Marx
Mark_Thornton,Frederic_Bastiat
Mark_Thornton,Murray_Rothbard
Mark_Thornton,Lew_Rockwell
Mark_Thornton,Ludwig_von_Mises
Mark_Watson,Clive_Granger
Markus_Brunnermeier,Ben_Bernanke
Philip_Pilkington,Roy_Harrod
Philip_Pilkington,Léon_Walras
Philip_Pilkington,Nicholas_Kaldor
Philip_Pilkington,Joan_Robinson
Philip_Pilkington,John_Maynard_Keynes
Philip_Pilkington,Micha?_Kalecki
Philip_Pilkington,Wynne_Godley
Philip_Wicksteed,William_Stanley_Jevons
Philip_Wicksteed,Henry_George
Phoebus_Dhrymes,Robert_Solow
Phoebus_Dhrymes,Edwin_Kuh
Pierangelo_Garegnani,Piero_Sraffa
Piero_Sraffa,David_Ricardo
Piero_Sraffa,Luigi_Einaudi
Pierre_Guillaume_Frédéric_le_Play,Joseph_de_Maistre
Ferdynand_Zweig,Adam_Heydel
Igor_Yegorov,Joseph_Schumpeter
Igor_Yegorov,Richard_R._Nelson
Igor_Yegorov,Christopher_Freeman
Kjetil_Storesletten,Finn_Kydland
Knut_Wicksell,David_Ricardo
Knut_Wicksell,Léon_Walras
Knut_Wicksell,Eugen_von_Böhm-Bawerk
Koichi_Hamada,Tjalling_Koopmans
Kozo_Uno,Georg_Wilhelm_Friedrich_Hegel
Kozo_Uno,Karl_Marx
Kálmán_Kádas,Farkas_Heller
Michael_C._Lovell,Edwin_Mills
Michael_C._Lovell,Guy_Orcutt
Michael_Hüther,Walter_Eucken
Michael_James_Farrell,D._G._Champernowne
Michael_James_Farrell,Philip_Andrews
Michael_Kaser,Arthur_Cecil_Pigou
Michael_Kaser,John_Maynard_Keynes
Michael_Spence,Richard_Zeckhauser
Micha?_Kalecki,Rosa_Luxemburg
Micha?_Kalecki,Joseph_Schumpeter
Micha?_Kalecki,François_Quesnay
Micha?_Kalecki,Karl_Marx
Micha?_Kalecki,Knut_Wicksell
Micha?_Kalecki,Mikhail_Tugan-Baranovsky
Michihiro_Kandori,Takashi_Negishi
Miguel_Kast,Milton_Friedman
Miguel_Sidrauski,Arnold_Harberger
Mike_Moffatt,Eric_Maskin
Mike_Moffatt,Milton_Friedman
Milton_Friedman,Homer_Jones
Milton_Friedman,Frank_Knight
Milton_Friedman,Friedrich_Hayek
Milton_Friedman,George_Stigler
Milton_Friedman,Simon_Kuznets
Milton_Friedman,Adam_Smith
Milton_Friedman,Harold_Hotelling
Milton_Friedman,Henry_Calvert_Simons
Milton_Friedman,Henry_George
Milton_Friedman,Henry_Schultz
Milton_Friedman,Jacob_Viner
Milton_Friedman,Arthur_F._Burns
Bruce_Caldwell,Friedrich_Hayek
Bruce_Caldwell,Ludwig_Lachmann
Bruce_Caldwell,Israel_Kirzner
Nassau_William_Senior,Adam_Smith
Neil_Wallace,John_Muth
Neil_Wallace,"Robert_Lucas,_Jr."
Nicholas_Barberis,Richard_Thaler
Oliver_E._Williamson,Ronald_Coase
Oliver_E._Williamson,John_R._Commons
Oliver_E._Williamson,Richard_Cyert
Oliver_E._Williamson,Chester_Barnard
Oliver_E._Williamson,Friedrich_Hayek
Oliver_E._Williamson,Herbert_A._Simon
Oliver_E._Williamson,Kenneth_Arrow
Oliver_E._Williamson,Ian_Roderick_Macneil
Carolina_Cristina_Alves,Rosa_Luxemburg
Carolina_Cristina_Alves,Theotônio_dos_Santos
Carolina_Cristina_Alves,Celso_Furtado
Carolina_Cristina_Alves,Joan_Robinson
Carolina_Cristina_Alves,John_Maynard_Keynes
Carolina_Cristina_Alves,Karl_Marx
Carolina_Cristina_Alves,Jorge_Miglioli
Carolina_Cristina_Alves,Vânia_Bambirra
Rajnish_Mehra,Edward_C._Prescott
Ralph_Harris,Friedrich_Hayek
Randall_G._Holcombe,Murray_Rothbard
Randall_G._Holcombe,James_M._Buchanan
Ravi_Batra,P.R._Sarkar
Ravi_Kanbur,Amartya_Sen
Wolfgang_Franz,Heinz_König
Wolfgang_Kasper,Fritz_Machlup
Wolfgang_Kasper,Thomas_Sowell
Wolfgang_Kasper,Herbert_Giersch
Wolfgang_Kasper,Friedrich_Hayek
Wolfgang_Kasper,Joseph_Schumpeter
Wolfgang_Stützel,John_Maynard_Keynes
Wynne_Godley,Nicholas_Kaldor
Wynne_Godley,James_Tobin
Wynne_Godley,John_Maynard_Keynes
Wynne_Godley,Francis_Cripps
Shimshon_Bichler,Cornelius_Castoriadis
Shimshon_Bichler,Thorstein_Veblen
Shimshon_Bichler,Lewis_Mumford
Shimshon_Bichler,Karl_Marx
Shimshon_Bichler,Micha?_Kalecki
Lorraine_Eden,Carl_Shoup
Lorraine_Eden,Charles_Berry
Lorraine_Eden,Alan_M._Rugman
Lorraine_Eden,John_H._Dunning
Maffeo_Pantaleoni,David_Ricardo
Paul_Rosenstein-Rodan,Ragnar_Nurkse
Thomas_T._Sekine,Karl_Marx
Thomas_T._Sekine,Kozo_Uno
Tony_Aspromourgos,Piero_Sraffa
Nat_Keohane,Martin_Weitzman
Nat_Keohane,Richard_Zeckhauser
Roman_Frydman,Edmund_Phelps
Nadeem_Naqvi,John_Maynard_Keynes
Peter_G._Klein,Carl_Menger
Peter_G._Klein,Friedrich_Hayek
Peter_G._Klein,Friedrich_von_Wieser
