influencedBy,economist
Ernst_Fehr,Armin_Falk
Ester_Boserup,Amartya_Sen
Ester_Boserup,Irene_Tinker
Ester_Boserup,James_C._Scott
Eugen_von_Böhm-Bawerk,Joseph_Schumpeter
Eugen_von_Böhm-Bawerk,Ludwig_von_Mises
Eugen_von_Böhm-Bawerk,Henryk_Grossman
Eugen_von_Böhm-Bawerk,Knut_Wicksell
Evan_Durbin,Hugh_Gaitskell
Evan_Durbin,Anthony_Crosland
F._A._Harper,Christopher_Coyne
F._A._Harper,Murray_Rothbard
F._A._Harper,Antony_Fisher
F._A._Harper,Walter_Block
F._A._Harper,Charles_Koch
Fernando_Vianello,Annamaria_Simonazzi
Fernando_Vianello,Giovanni_Bonifati
Fernando_Vianello,Paolo_Trabucchi
Fernando_Vianello,Antonella_Palumbo
Nicholas_Johannsen,John_Maynard_Keynes
Nicholas_Kaldor,Anthony_Thirlwall
Nicholas_Kaldor,Daniele_Archibugi
Nicholas_Kaldor,Ha-Joon_Chang
Nicholas_Kaldor,Joan_Robinson
Nicholas_Kaldor,Manmohan_Singh
Nicola_Acocella,Giovanni_Di_Bartolomeo
Nikolai_Kondratiev,Joseph_Schumpeter
Nikolai_Kondratiev,Ernest_Mandel
Nikolai_Kondratiev,Christopher_Freeman
Nikolai_Kondratiev,François_Simiand
Nikolai_Kondratiev,Eric_Hobsbawm
Nikolai_Kondratiev,Immanuel_Wallerstein
Oskar_R._Lange,Robin_Hahnel
Oskar_R._Lange,Abba_P._Lerner
Oskar_R._Lange,Jan_Tinbergen
Oskar_R._Lange,Don_Patinkin
Pascal_Salin,Bertrand_Lemennicier
Guillermo_Calvo,Carmen_Reinhart
Gustav_von_Schmoller,Joseph_Schumpeter
Gustav_von_Schmoller,Max_Sering
Gustav_von_Schmoller,Edwin_Francis_Gay
Gustav_von_Schmoller,Thorstein_Veblen
Gustav_von_Schmoller,Werner_Sombart
Gustav_von_Schmoller,Otto_Neurath
Gustave_de_Molinari,Benjamin_Tucker
Gustave_de_Molinari,Paul_Émile_de_Puydt
Gustave_de_Molinari,Murray_Rothbard
Gérard_Debreu,Stephen_Smale
Gérard_Debreu,Jacques_Drèze
Hal_Varian,Carl_Shapiro
Hans-Hermann_Hoppe,Frank_Van_Dun
Hans-Hermann_Hoppe,Thomas_Woods
Hans-Hermann_Hoppe,Stephan_Kinsella
Hans-Hermann_Hoppe,Curtis_Yarvin
Hans-Hermann_Hoppe,Nick_Land
Hans-Hermann_Hoppe,Jörg_Guido_Hülsmann
Hans_Sennholz,Ron_Paul
Hans_Sennholz,Peter_Boettke
Hans_Sennholz,Joseph_Salerno
Hans_Sennholz,Lawrence_Reed
Harry_Gunnison_Brown,James_M._Buchanan
Harvey_J._Levin,Eli_Noam
Harvey_J._Levin,Thomas_Hazlett
Harvey_J._Levin,Molly_K._MaCauley
Heinrich_Pesch,Franz_Müller
Heinrich_Pesch,Oswald_von_Nell-Breuning
Heinrich_Pesch,Goetz_Briefs
Heinrich_Pesch,Gustav_Gundlach
Henry_Calvert_Simons,Hyman_Minsky
Henry_Calvert_Simons,George_Stigler
Henry_Calvert_Simons,Gordon_Tullock
Henry_Calvert_Simons,Milton_Friedman
Henry_Hazlitt,Ron_Paul
Henry_Hazlitt,Gene_Callahan
Henry_Hazlitt,Paul_Samuelson
Henry_Hazlitt,Peter_Schiff
Henry_Hazlitt,George_Reisman
Henry_Hazlitt,Murray_Rothbard
Henry_Hazlitt,Thomas_Sowell
Henry_Hazlitt,Lew_Rockwell
Henry_Hazlitt,Steve_Forbes
Henry_Hazlitt,Walter_E._Williams
Henry_Hazlitt,Hans-Hermann_Hoppe
Henry_Hazlitt,Mark_Spitznagel
Henry_Hazlitt,Milton_Friedman
Henry_Hazlitt,Rand_Paul
Henryk_Grossman,Paul_Mattick
Henryk_Grossman,Chris_Harman
Herbert_Giersch,Norbert_Walter
Hirofumi_Uzawa,David_Cass
Hirofumi_Uzawa,Joseph_Stiglitz
Hirofumi_Uzawa,Nobuhiro_Kiyotaki
Hirofumi_Uzawa,Hiroshi_Yoshikawa
Hirofumi_Uzawa,Katsuhito_Iwai
Hirofumi_Uzawa,George_Akerlof
Hirofumi_Uzawa,Hitoshi_Matsushima
Irving_Fisher,Scott_Sumner
Irving_Fisher,Ben_Bernanke
Irving_Fisher,Hyman_Minsky
Irving_Fisher,Maurice_Allais
